week,year,month,week_number,sku,price,avg_price,price_difference,price_lag_1,price_lag_2,price_lag_difference_1,price_lag_difference_2,feat_main_page,vendor,weekly_sales,functionality_bluetooth tracker,functionality_digital pencils,functionality_fitness trackers,functionality_flash drives,functionality_headphones,functionality_mobile phone accessories,functionality_portable smartphone chargers,functionality_selfie sticks,functionality_smartphone stands,functionality_streaming sticks,functionality_vr headset,color_blue,color_gold,color_green,color_grey,color_none,color_pink,color_purple,color_red,color_white
2016-11-14,0,11,46,30,-0.7266242653064591,-0.5764735544313261,-0.4845882095355198,-0.6548304463574831,-0.6865485738417637,-0.36697921529156663,-0.18845598506163694,1,6,675.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-11-14,0,11,46,34,-0.29331865467196117,-0.354711701090166,0.06823852905087004,-0.6673557620775434,-0.6811114155315288,1.895027687607609,1.7858052336154304,0,8,17.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-11-14,0,11,46,31,-0.03853023294192127,-0.5764735544313261,1.1549059134288533,-0.012967097382312193,0.19568946154070727,-0.12975603373752145,-1.079706358614529,1,6,74.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,32,0.48521464138359155,0.4524618540319951,0.17758502280451635,0.8094498593310879,1.5507238717262168,-1.6417542919254242,-4.908378501236611,1,10,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,37,-0.7015940774441939,-0.7749085212702508,0.004195538699952553,-0.7354178550469284,-0.6595991804779905,0.16857008851983782,-0.1971723701330587,1,7,9.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2016-11-14,0,11,46,41,-0.7353612176734763,-0.3562552943927916,-0.981660349830296,-0.7072949763547173,-0.7553404463756059,-0.1453312931324843,0.08828924095600937,0,5,66.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,33,-0.8005341596544688,-0.7749085212702508,-0.2315450369768053,-0.7767750295942977,-0.7766162832417427,-0.1237655493548439,-0.11436671195455059,0,8,12.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2016-11-14,0,11,46,12,0.46160125660786977,0.4524618540319951,0.12132235557856023,0.462758573268284,0.4632922096792274,-0.003955861701285893,-0.00541189856177648,0,6,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,15,-0.6888428496653041,-0.5764735544313261,-0.3945679419739893,-0.6980782345984464,-0.6995504741488473,0.04396801336013736,0.04579686373282722,1,6,72.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-14,0,11,46,43,1.5242035715153575,2.0753811102293818,-0.8566634574766298,0.8999629899119017,1.5507238717262168,3.1710008611180016,-0.11436671195455059,1,9,3.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016-11-14,0,11,46,11,-0.29402705621523295,0.4524618540319951,-1.6790829956520485,-0.26985423299940003,-0.2695421712654832,-0.12376554935484432,-0.11436671195455098,0,10,17.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,44,0.2254674088506502,-0.3562552943927916,1.3076675795938746,-0.05716019247007243,0.05810571647302288,1.4337603901414104,0.7725254690626308,0,6,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,8,1.7074434373749603,1.881174525890609,-6.434896144129313e-05,1.5025961047449967,1.4620745514506472,1.045577002143883,1.13970319019628,1,10,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,10,3.3660475840216706,3.708511496279812,-6.434896144129313e-05,3.42487757770672,3.370989914717918,-0.2843105308106121,-0.00541189856177648,1,9,3.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2016-11-14,0,11,46,7,-0.863109629310132,-0.7749085212702508,-0.3806411051255901,-0.8394016081945996,-0.8357158300921226,-0.123765549354844,-0.13070993396346664,0,3,32.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,13,-0.34833784119939337,-0.3562552943927916,-0.059515233996868776,-0.34784204786015355,-0.3948332105882886,-0.003955861701285893,0.21249772822377172,0,10,11.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,9,2.2432311379360916,2.0753811102293818,0.8565347595537462,2.343210218259239,2.2934869765417916,-0.4975717748339455,-0.22005288094554135,1,9,54.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,42,-0.057893208458013275,-0.3562552943927916,0.6325155728823963,-0.05716019247007243,-0.0567838026041156,-0.003955861701285893,-0.00541189856177648,0,10,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,6,-0.5537742887481745,-0.7749085212702508,0.3563998355344402,-0.40716005249666604,-0.32154977249381755,-0.7455778282768102,-1.0731690698109628,1,3,20.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,14,-0.31032029171048103,-0.3562552943927916,0.03106766023692118,-0.39298044979471086,-0.29554597187965037,0.41777423883923825,-0.06969523846351319,1,10,49.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-14,0,11,46,5,-0.8586230862027449,-0.5764735544313261,-0.7990965193286167,-0.8802861293185703,-0.8420985811519635,0.10626905093998748,-0.08059071980279056,1,10,23.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-21,0,11,47,29,0.6174495961276347,-0.482890648315502,2.5154957653783003,0.6423668741597163,0.5193185800933875,-0.1237655493548439,0.4554669620896585,0,6,21.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-11-21,0,11,47,30,-0.5806935473924975,-0.482890648315502,-0.3392719696667331,-0.7264374400023567,-0.6546348185425586,0.7364680079977028,0.33779576362546215,1,6,435.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-11-21,0,11,47,7,-0.8394962445344101,-0.7765066234856497,-0.3209223026271819,-0.8630342793645249,-0.8392618029031453,0.11585382595227224,-0.00541189856177648,0,3,46.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,2,0.46160125660786977,0.6810740924615956,-0.37308583266953316,0.5100239156081344,0.48693202841937916,-0.2435752370084011,-0.11436671195454981,0,1,2.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,5,-0.8371349060568378,-0.482890648315502,-0.950284535740621,-0.8585440718422391,-0.8801586893236081,0.10507095406345192,0.19397540994700013,1,10,16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-21,0,11,47,31,0.20114562253165655,-0.482890648315502,1.5235849421846872,-0.037781402110733685,-0.012577341560031506,1.2121124679823279,0.9860769033124681,0,6,48.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,28,-0.6616874571732237,-0.3752033357761459,-0.7651428521224066,-0.7136757975705971,-0.6335953798638233,0.26082354801307744,-0.13288903023132198,0,10,66.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,8,1.5478169562910795,1.7053089518611244,-6.434896144129313e-05,1.7096183041935422,1.5034442342459131,-0.8138693502393387,0.21249772822377172,1,10,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,27,-0.7072612897903671,-0.5231368085260957,-0.5538015197993054,-0.6597933073031674,-0.6832389992181424,-0.24357523700840175,-0.11436671195455059,0,8,18.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,6,-0.2423137435564018,-0.7765066234856497,1.1019605515172586,-0.5534462870385036,-0.40688951814576607,1.5763339184491447,0.7572717951876423,1,3,18.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,14,-0.4099687754640277,-0.3752033357761459,-0.16538281949371034,-0.3097934472765738,-0.3927056269016749,-0.509552743599301,-0.08168026793671866,1,10,43.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,24,-0.7096226282679393,-0.7960926669162368,0.030880118012834832,-0.7330545879299358,-0.7092427998323095,0.11585382595227213,-0.00541189856177648,0,5,42.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-11-21,0,11,47,9,2.283846159750333,2.0977545412449667,0.9049206533680698,2.245843613039147,2.3443125868331185,0.20211680106283378,-0.26690345070443494,1,9,71.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,15,-0.5438566671423712,-0.482890648315502,-0.251502208794241,-0.6886251661304763,-0.6978956868370367,0.7316756204915604,0.7071525810269663,1,6,29.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-21,0,11,47,16,-0.5799851458492258,-0.5231368085260957,-0.2505457434513998,-0.5298136158685783,-0.5768598148874586,-0.25675430265029325,-0.01739692803498157,1,8,82.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,3,0.7747147387339428,0.6810740924615956,0.37295713474665015,1.5498614470848475,1.406757375598692,-3.926525035478775,-2.909057675479207,0,1,18.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-11-21,0,11,47,17,-0.43736030180386515,-0.482890648315502,0.002242420394822945,-0.5896042739284892,-0.12604847151276083,0.770014720540699,-1.4370781465428282,1,6,20.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,13,-0.3932032722732651,-0.3752033357761459,-0.12543632576328118,-0.34784204786015355,-0.3475535731079846,-0.23159426824304638,-0.21242604400804752,0,10,14.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,32,0.6686906410909514,0.3576349283903573,0.8198233691888103,0.48639124443820914,0.8100883505972564,0.9269654113668612,-0.6482452975791427,1,10,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,19,1.0146267280552779,0.3576349283903573,1.644071444049073,0.9914214273395127,1.4230688505293967,0.1218443103349497,-1.8772555926496364,1,6,24.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,12,-0.06733856236830203,0.3576349283903573,-0.9338839682442543,0.462758573268284,0.4632922096792274,-2.6876928651409853,-2.445999718559916,1,6,51.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,20,-0.7355973515212335,-0.7960926669162368,-0.031008815935717415,-0.6857892455900853,-0.7092427998323095,-0.2555562057737579,-0.12526219329382815,0,5,72.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-11-21,0,11,47,21,-0.8132853874333588,-0.7765066234856497,-0.25847074200637016,-0.3431155136261685,-0.34282560935995426,-2.386970549130555,-2.1725231369440534,0,8,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2016-11-21,0,11,47,11,-0.3176404409909549,0.3576349283903573,-1.5302682408393937,-0.29348690416932544,-0.2695421712654832,-0.1237655493548439,-0.22332152534732508,0,10,17.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,22,-0.6878983142742751,-0.7578497092500619,-6.434896144129313e-05,-0.7070586496430179,-0.6595991804779905,0.09428808217463172,-0.1339785783652497,0,2,156.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-11-21,0,11,47,23,-0.7875467980278219,-0.7765066234856497,-0.1971444347300776,-0.7874097316207641,-0.7636143829346591,-0.003955861701285893,-0.11436671195455059,0,4,39.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2016-11-21,0,11,47,10,3.3660475840216706,3.708511496279812,-6.434896144129313e-05,3.369577127169095,3.426307090569874,-0.003955861701285893,-0.26036616190086825,1,9,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2016-11-21,0,11,47,25,-0.8142299228243876,-0.7765066234856497,-0.2607212486954084,-0.873432654679292,-0.8678659835787291,0.29676645430914483,0.2430050759737486,0,8,535.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2016-11-21,0,11,47,26,-0.2734834114603548,0.6890088557868902,-2.141702776917476,-0.08032021021659931,-0.15607104131275387,-0.9804048160777835,-0.5425591285881527,1,6,78.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,18,1.5242035715153575,0.6890088557868902,2.1415740789945934,1.5498614470848475,1.5507238717262168,-0.1237655493548439,-0.11436671195455059,0,6,17.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,4,-0.7119839667455116,-0.482890648315502,-0.6520923994430515,-0.7117851838770031,-0.7598320119362347,-0.003955861701285893,0.2168559207594826,1,6,14.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-21,0,11,47,41,-0.7698367594460304,-0.3752033357761459,-1.0228258680172875,-0.7351815283352291,-0.7071152161456958,-0.1788780056754807,-0.2930526059187002,0,5,85.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,44,0.2254674088506502,-0.3752033357761459,1.3486455555567798,0.22643186156903108,-0.0567838026041156,-0.003955861701285893,1.3020458621515127,0,6,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,37,-0.6600345202389233,-0.7765066234856497,0.10667396829008752,-0.7013868085622359,-0.7352466004464767,0.206909188568976,0.3432435042951006,0,7,10.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2016-11-21,0,11,47,35,-0.679161361907258,-0.5231368085260957,-0.4868489458004172,-0.5338311699674656,-0.6832389992181424,-0.7395873438941323,0.015289515982850546,1,8,26.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-21,0,11,47,40,-0.8581508185072304,-0.482890648315502,-1.0003583095717223,-0.8365656876542087,-0.8870142367582523,-0.11298267746602371,0.12860252191133562,0,5,138.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,42,-0.03427982368229132,-0.3752033357761459,0.729756216071258,-0.05716019247007243,-0.0567838026041156,0.11585382595227213,0.10354291483099762,0,10,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,33,-0.7769207748787469,-0.7765066234856497,-0.1718262344783972,-0.800407700764223,-0.7766162832417427,0.11585382595227213,-0.00541189856177648,0,8,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2016-11-21,0,11,47,38,-0.6553118432837788,-0.482890648315502,-0.5170619981007558,-0.6078014307293318,-0.6312313979898081,-0.24357523700840195,-0.11436671195455059,0,10,4.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-21,0,11,47,34,-0.6373656708542301,-0.5231368085260957,-0.3872640248104741,-0.2927779240342276,-0.667163922474839,-1.7495830108136265,0.1340502625809741,1,8,84.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-11-21,0,11,47,36,0.2294816842625228,-0.5231368085260957,1.6781384890543896,0.4088760830008543,0.138244702002138,-0.9085190034856495,0.4216909699378974,1,8,26.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-21,0,11,47,39,-0.5773876735238964,-0.482890648315502,-0.3313951962550994,-0.5298136158685783,-0.5532199961473067,-0.24357523700840195,-0.11436671195455059,1,10,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-11-21,0,11,47,43,1.5242035715153575,2.0977545412449667,-0.9050493512909514,1.5262287759149222,0.9006288563720384,-0.003955861701285893,2.8818906563467372,1,9,8.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016-11-28,0,11,48,20,-0.712456234441026,-0.8028567274558325,0.03875689142446868,-0.7354178550469284,-0.6856029810921576,0.11345763219920102,-0.1274412895616836,0,5,127.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-11-28,0,11,48,27,-0.7110394313544827,-0.388323878848464,-0.854356688120365,-0.7070586496430179,-0.6595991804779905,-0.023125411725855194,-0.24075429549016836,0,8,38.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,15,-0.7011218097486794,-0.5145256391468414,-0.5577961691723483,-0.543520565147135,-0.6884397593409759,-0.8018883814739823,-0.062068401526018974,1,6,76.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-28,0,11,48,16,-0.5580246980078044,-0.388323878848464,-0.4897746044961669,-0.5796785520371207,-0.5295801774071548,0.10746714781652303,-0.1339785783652499,1,8,76.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,26,-0.2852901038482158,0.6955127601518859,-2.1838997773369435,-0.2729264802514904,-0.07995082496946461,-0.0638607055280649,-0.9478710344092722,1,6,79.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,40,-0.8413853153164678,-0.5145256391468414,-0.89199641249453,-0.8580714184188406,-0.8364250246543271,0.0811090165327404,-0.027202861240331222,0,5,151.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,44,-0.03427982368229132,-0.46187870128032243,0.9172046690457366,0.22643186156903108,0.22689402227770786,-1.3218624258904241,-1.2039148458822915,1,6,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,38,-0.6080850737323349,-0.5145256391468414,-0.3361212603020795,-0.6550667730691824,-0.6075915792496561,0.23566351360583015,-0.00541189856177648,0,10,6.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,22,-0.7089142267246676,-0.7810036087894467,-6.434896144129313e-05,-0.6876798592836793,-0.7068788179582943,-0.1105864837129526,-0.013038735499270699,0,2,87.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-11-28,0,11,48,6,-0.5549549579869605,-0.7542075228056642,0.30881769410906,-0.241731354307189,-0.5532199961473067,-1.5902361262343938,-0.010859639231414876,1,3,59.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,7,-0.8158828597586881,-0.7542075228056642,-0.31288477873775955,-0.8394016081945996,-0.8629016216432972,0.11585382595227213,0.21249772822377183,0,3,37.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,37,-0.6600345202389233,-0.7542075228056642,0.05844882495355334,-0.6597933073031674,-0.7012052614606579,-0.003955861701285893,0.18634857300950572,0,7,6.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2016-11-28,0,11,48,4,-0.7592107362969555,-0.5145256391468414,-0.6962023305482014,-0.7117851838770031,-0.7116067817063247,-0.24357523700840195,-0.2233215253473247,1,6,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-28,0,11,48,36,0.4956045306849095,-0.388323878848464,2.0206656071260136,0.23044941566791824,0.4093934229516809,1.3462993181543144,0.3999000072593438,1,8,28.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-11-28,0,11,48,18,1.5478169562910795,0.6955127601518859,2.183771079414061,1.5262287759149222,1.5507238717262168,0.11585382595227213,-0.00541189856177648,0,6,9.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,24,-0.7450427054315223,-0.8028567274558325,-0.038885589347351264,-0.7094219167600105,-0.7328826185724615,-0.18367039318162293,-0.059889305258163536,0,5,27.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-11-28,0,11,48,39,-0.5537742887481745,-0.5145256391468414,-0.20671712568237968,-0.5770789582084289,-0.5295801774071548,0.11585382595227213,-0.11436671195455059,1,10,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-11-28,0,11,48,19,1.0243082158133239,0.3339607165017727,1.7183381647873355,1.0162357320679343,0.9921149548964265,0.04516611023667249,0.15366212899167303,1,6,26.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-11-28,0,11,48,23,-0.7875467980278219,-0.7542075228056642,-0.24536957806661178,-0.7874097316207641,-0.7872542016748111,-0.003955861701285893,-0.00541189856177648,0,4,97.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2016-11-28,0,11,48,17,-0.38659152453606294,-0.5145256391468414,0.19162255827739255,-0.43693721817077186,-0.5893889188197391,0.25363496675386366,0.9326890447500086,1,6,15.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
